text,label,source,text_clean,tokens
"Lucky break was a welcome surprise I'm the strip mall with the china buffet and gun shop. My first time I was pleasantly surprised by the craft beer list, and on subsequent visits the food has also been a welcome surprise. Sure it's not much from the outside but when you venture inside, good bar food, tons of TVs, and a nice local craft beer lineup await. Go on taco Tuesday and get the cod tacos- awesome. Cheers!",1,huggingface_baseline,"lucky break was a welcome surprise i'm the strip mall with the china buffet and gun shop. my first time i was pleasantly surprised by the craft beer list, and on subsequent visits the food has also been a welcome surprise. sure it's not much from the outside but when you venture inside, good bar food, tons of tvs, and a nice local craft beer lineup await. go on taco tuesday and get the cod tacos awesome. cheers!",lucky break welcome surprise strip mall china buffet gun shop time pleasantly surprise craft beer list subsequent visit food welcome surprise sure outside venture inside good bar food ton tv nice local craft beer lineup await taco tuesday cod taco awesome cheer
I had the Ruben sandwich the it had good flavor but almost no meat. It was so thin that I almost sent it back. \nAlso they need to add cashiers the line was way too long.,0,huggingface_baseline,i had the ruben sandwich the it had good flavor but almost no meat. it was so thin that i almost sent it back. nalso they need to add cashiers the line was way too long.,ruben sandwich good flavor meat thin send nalso need add cashier line way long
"Amazing. Had a 10 inch with ham, basil and garlic. Devoured it in no time flat. (While using honey on the crust of course.) Totally delicious and the staff was as excellent as the food. The recommended beer I had with it was tasty as well. A win all around. Wish this was in my city.",1,huggingface_baseline,"amazing. had a 10 inch with ham, basil and garlic. devoured it in no time flat. while using honey on the crust of course. totally delicious and the staff was as excellent as the food. the recommended beer i had with it was tasty as well. a win all around. wish this was in my city.",amazing inch ham basil garlic devour time flat honey crust course totally delicious staff excellent food recommend beer tasty win wish city
"The ONLY reason I go to this Vons is because it is literally 2 minutes from my house.  Unfortunately, it is WAY overpriced on everything and the produce sucks.  In addition, the checkout lines are ALWAY at least 6 people deep.  Ridiculous!  I often will drive the extra 5 minutes to Smiths on Maryland just to get better produce and way less expensive groceries.  \n\nThe first time I went to this Vons, I was looking for scallops, and the guy told me they only sold them by the pound.  He showed me the pre-packaged frozen bag of scallops and the cost was $40!!!  I immediately drove to Smiths and got some fresh huge scallops from the fresh meat & seafood department for $7.99 a lb.  The extra 5 minute drive is worth it!",0,huggingface_baseline,"the only reason i go to this vons is because it is literally 2 minutes from my house. unfortunately, it is way overpriced on everything and the produce sucks. in addition, the checkout lines are alway at least 6 people deep. ridiculous! i often will drive the extra 5 minutes to smiths on maryland just to get better produce and way less expensive groceries. nnthe first time i went to this vons, i was looking for scallops, and the guy told me they only sold them by the pound. he showed me the prepackaged frozen bag of scallops and the cost was 40!!! i immediately drove to smiths and got some fresh huge scallops from the fresh meat seafood department for 7.99 a lb. the extra 5 minute drive is worth it!",reason von literally minute house unfortunately way overpriced produce suck addition checkout line alway people deep ridiculous drive extra minute smith maryland well produce way expensive grocery nnthe time go von look scallop guy tell sell pound show prepackage frozen bag scallop cost immediately drive smith get fresh huge scallop fresh meat seafood department lb extra minute drive worth
Long lines and poor service. Line out the door and only 1 register open. Snobby attitude as well to back it up.,0,huggingface_baseline,long lines and poor service. line out the door and only 1 register open. snobby attitude as well to back it up.,long line poor service line door register open snobby attitude
"Plain and simple..Nothing like good hole-in-the wall food. And I would have to say this place is the best. I love what I ate there. I had the carne asada tacos but could have eaten just about everything else.The meat was prepared so well and the tortilla was just right..not so thin that it breaks but not fried hard.  Great rice and beans too.\n\nIna  parking lot by itself in a not great part of town,but who cares, just go eat!",1,huggingface_baseline,"plain and simple..nothing like good holeinthe wall food. and i would have to say this place is the best. i love what i ate there. i had the carne asada tacos but could have eaten just about everything else.the meat was prepared so well and the tortilla was just right..not so thin that it breaks but not fried hard. great rice and beans too.nnina parking lot by itself in a not great part of town,but who cares, just go eat!",plain simple like good holeinthe wall food place good love eat carne asada taco eat meat prepare tortilla right thin break fry hard great rice bean parking lot great town care eat
Horrible service and food. Not what Dave Thomas created or expected.,0,huggingface_baseline,horrible service and food. not what dave thomas created or expected.,horrible service food dave thomas create expect
"***Aria's Julian Serrano is a nice looking tapas spot with a menu that sounds good; unfortunately, the food was surprisingly mediocre***\n\nJulian Serrano is a tapas spot that is near the front lobby of the Aria Hotel.  The decor reminds me a little bit of the Wolfgang Puck Bar & Grill in MGM Grand in how the restaurant is very much open to the casino and the hotel.  There are no big and thick walls separating the dining area from the nearby bustling activity of the casino.\n\nThe decor is very upscale cafe-like and hotel restaurant-like.  Nice and contemporary but pretty standard stuff (not unique or memorable).\n\nWe had a few things here and I felt the food looked better than it tasted.  Several of the dishes were average.  I was not a big fan of Fleur by Hubert Keller (a tapas spot in Mandalay Bay), but I felt Fleur was noticeably better than Julian Serrano.\n\nHere is a rundown on what we had.\n\n(Ahi Tuna Tempura) This was ahi tuna two ways.  There was a standard ahi tuna tower on the plate that had an avocado base (fresh and a good flavor but something you will find at a lot of other restaurants).\n\nThere was also ahi tuna that was flash fried in a light tempura batter (crispy on the outside but still rare on the inside).  This was okay and I liked the contrast of the cool center with the crisp outside.  Still, I've had a much better version of that dish at Ocean Avenue Seafood in Santa Monica.\n\n(Mediterranean Bass)  This was a bass with the skin-on that was served over some veggies with a light sauce.  It was a light dish and had a mild flavor.  The fish was pretty moist (the skin could have been crisper).\n\n(Cheese Platter) The cheese selection at Fleur was much better.  The cheese here was a little dry (not great flavors either).  The garnishes were also disappointing.  The fruit paste was too thick and lacked sweetness.\n\n(Chicken Skewers) The chicken skewers here were juicy enough, but they lacked flavor.\n\n(Prime Tenderloin Topped With Cheese, Honey And Pecans) The quality of beef was really poor (at least when compared to the other dishes we had here). The beef was a thin piece.  They overcooked it  (it came out well) and it was dry and chewy.  The cheese, honey and pecans were all fine, but the centerpiece of the dish (beef) was a real disappointment.\n\n(Stuffed Dates) The dates here were wrapped in bacon and then deep-fried.  This is a pretty popular combination and their version of it was pretty tasty (though kind of a given with this flavor combination).\n\nService was okay.  Food came out at a good pace and the staff was attentive enough, but I felt the wait staff was not as strong as what I experienced at other Vegas spots recently (including Fleur, Mesa Grill, Comme Ca, Bouchon, and Wolfgang Puck Bar & Grill).\n\nI've been fortunate enough to have a lot of service where it felt the wait staff was really putting in the extra effort to make every aspect of the dining experience enjoyable and memorable.  While the wait staff was pleasant enough, I did not get that same feeling here.\n\nJulian Serrano sounds like it would be a nice place.  The menu reads nice as well.  There were mostly misses here though and the food was just not as good as other Vegas spots I've tried in the same price range.  I will give a lot of places a second try, but since we had so many dishes and so many were average, I doubt I would return here.\n\nAria features complimentary valet parking.  I am not sure if they feature complimentary self-parking as well.",0,huggingface_baseline,"aria's julian serrano is a nice looking tapas spot with a menu that sounds good unfortunately, the food was surprisingly mediocrennjulian serrano is a tapas spot that is near the front lobby of the aria hotel. the decor reminds me a little bit of the wolfgang puck bar grill in mgm grand in how the restaurant is very much open to the casino and the hotel. there are no big and thick walls separating the dining area from the nearby bustling activity of the casino.nnthe decor is very upscale cafelike and hotel restaurantlike. nice and contemporary but pretty standard stuff not unique or memorable.nnwe had a few things here and i felt the food looked better than it tasted. several of the dishes were average. i was not a big fan of fleur by hubert keller a tapas spot in mandalay bay, but i felt fleur was noticeably better than julian serrano.nnhere is a rundown on what we had.nnahi tuna tempura this was ahi tuna two ways. there was a standard ahi tuna tower on the plate that had an avocado base fresh and a good flavor but something you will find at a lot of other restaurants.nnthere was also ahi tuna that was flash fried in a light tempura batter crispy on the outside but still rare on the inside. this was okay and i liked the contrast of the cool center with the crisp outside. still, i've had a much better version of that dish at ocean avenue seafood in santa monica.nnmediterranean bass this was a bass with the skinon that was served over some veggies with a light sauce. it was a light dish and had a mild flavor. the fish was pretty moist the skin could have been crisper.nncheese platter the cheese selection at fleur was much better. the cheese here was a little dry not great flavors either. the garnishes were also disappointing. the fruit paste was too thick and lacked sweetness.nnchicken skewers the chicken skewers here were juicy enough, but they lacked flavor.nnprime tenderloin topped with cheese, honey and pecans the quality of beef was really poor at least when compared to the other dishes we had here. the beef was a thin piece. they overcooked it it came out well and it was dry and chewy. the cheese, honey and pecans were all fine, but the centerpiece of the dish beef was a real disappointment.nnstuffed dates the dates here were wrapped in bacon and then deepfried. this is a pretty popular combination and their version of it was pretty tasty though kind of a given with this flavor combination.nnservice was okay. food came out at a good pace and the staff was attentive enough, but i felt the wait staff was not as strong as what i experienced at other vegas spots recently including fleur, mesa grill, comme ca, bouchon, and wolfgang puck bar grill.nni've been fortunate enough to have a lot of service where it felt the wait staff was really putting in the extra effort to make every aspect of the dining experience enjoyable and memorable. while the wait staff was pleasant enough, i did not get that same feeling here.nnjulian serrano sounds like it would be a nice place. the menu reads nice as well. there were mostly misses here though and the food was just not as good as other vegas spots i've tried in the same price range. i will give a lot of places a second try, but since we had so many dishes and so many were average, i doubt i would return here.nnaria features complimentary valet parking. i am not sure if they feature complimentary selfparking as well.",aria julian serrano nice look tapas spot menu sound good unfortunately food surprisingly mediocrennjulian serrano tapas spot near lobby aria hotel decor remind little bit wolfgang puck bar grill mgm grand restaurant open casino hotel big thick wall separate dining area nearby bustling activity decor upscale cafelike hotel restaurantlike nice contemporary pretty standard stuff unique thing feel food look well taste dish average big fan fleur hubert keller tapas spot mandalay bay feel fleur noticeably well julian rundown tuna tempura ahi tuna way standard ahi tuna tower plate avocado base fresh good flavor find lot ahi tuna flash fry light tempura batter crispy outside rare inside okay like contrast cool center crisp outside well version dish ocean avenue seafood santa bass bass skinon serve veggie light sauce light dish mild flavor fish pretty moist skin platter cheese selection fleur well cheese little dry great flavor garnish disappointing fruit paste thick lack skewer chicken skewer juicy lack tenderloin top cheese honey pecan quality beef poor compare dish beef thin piece overcook come dry chewy cheese honey pecan fine centerpiece dish beef real date date wrap bacon deepfrie pretty popular combination version pretty tasty kind give flavor okay food come good pace staff attentive feel wait staff strong experience vegas spot recently include fleur mesa grill comme bouchon wolfgang puck bar fortunate lot service feel wait staff put extra effort aspect dining experience enjoyable memorable wait staff pleasant feeling serrano sound like nice place menu read nice miss food good vegas spot try price range lot place second try dish average doubt return feature complimentary valet parking sure feature complimentary selfparking
Rushed and poor quality.,0,huggingface_baseline,rushed and poor quality.,rush poor quality
"The food here is delicious!  I had the veggie enchiladas, and they were second to none!  Pasqual's also has a back patio that overlooks a small water area, which is a very nice place to sit.  They also have some great happy hour specials, like $2 Coronas.  My only complaint is that the menu is somewhat limited.  For example, they do not offer chile rellenos, which I happen to love.  Overall, though, I would highly recommend eating here!",1,huggingface_baseline,"the food here is delicious! i had the veggie enchiladas, and they were second to none! pasqual's also has a back patio that overlooks a small water area, which is a very nice place to sit. they also have some great happy hour specials, like 2 coronas. my only complaint is that the menu is somewhat limited. for example, they do not offer chile rellenos, which i happen to love. overall, though, i would highly recommend eating here!",food delicious veggie enchilada second pasqual patio overlook small water area nice place sit great happy hour special like coronas complaint menu somewhat limited example offer chile relleno happen love overall highly recommend eat
"I live in San Francisco with lots of REAL authentic vietnamese restaurants. This place was NOT acceptable. At the least, it didnt even had a \""""french\"""" taste to it.. It taste like a beginner trying to imitate the beef broth. And for the price... NOT worth it. AND the white waitress tried to pronouce \""""bun thit nuong\"""". I almost died in laughter.",0,huggingface_baseline,"i live in san francisco with lots of real authentic vietnamese restaurants. this place was not acceptable. at the least, it didnt even had a french taste to it.. it taste like a beginner trying to imitate the beef broth. and for the price... not worth it. and the white waitress tried to pronouce bun thit nuong. i almost died in laughter.",live san francisco lot real authentic vietnamese restaurant place acceptable not french taste taste like beginner try imitate beef broth price worth white waitress try pronouce bun thit nuong die laughter
"Far better than it's competition just down the street! I've eaten here many times and have never once had a single complaint! The quality and quantity of the food is fantastic! The sushi is superb! The staff are welcoming and efficient! The only thing I would tweak would be the decor. The carpet should be removed because I've been coming here for years and it's always been the same, and only gotten darker. I realize that seems like no big deal, but I would feel better about the whole experience with a new floor that's easier to clean.",1,huggingface_baseline,"far better than it's competition just down the street! i've eaten here many times and have never once had a single complaint! the quality and quantity of the food is fantastic! the sushi is superb! the staff are welcoming and efficient! the only thing i would tweak would be the decor. the carpet should be removed because i've been coming here for years and it's always been the same, and only gotten darker. i realize that seems like no big deal, but i would feel better about the whole experience with a new floor that's easier to clean.",far well competition street eat time single complaint quality quantity food fantastic sushi superb staff welcome efficient thing tweak decor carpet remove come year get dark realize like big deal feel well experience new floor easy clean
"Food and drinks are okay, but this place is very, very unclean.  If you go, don't look at the floors, the walls, the bathrooms, the air vents... Perhaps the evening events bring in enough money that they don't have to worry about the times of day when people can actually see the filth.",0,huggingface_baseline,"food and drinks are okay, but this place is very, very unclean. if you go, don't look at the floors, the walls, the bathrooms, the air vents... perhaps the evening events bring in enough money that they don't have to worry about the times of day when people can actually see the filth.",food drink okay place unclean look floor wall bathroom air vent evening event bring money worry time day people actually filth
"Had live sea urchin.  Rice was overcooked but they quickly replaced it.  Food was awesome and staff are super friendly,,,",1,huggingface_baseline,"had live sea urchin. rice was overcooked but they quickly replaced it. food was awesome and staff are super friendly,,,",live sea urchin rice overcook quickly replace food awesome staff super friendly
"Great wings, great atmosphere, and great waitresses for the most part lol",1,huggingface_baseline,"great wings, great atmosphere, and great waitresses for the most part lol",great wing great atmosphere great waitress lol
Charlotte institution that has gained all my business since the ugly Penguin divorce happened.,1,huggingface_baseline,charlotte institution that has gained all my business since the ugly penguin divorce happened.,charlotte institution gain business ugly penguin divorce happen
"Can we just talk for a minute about how friggin' good this restaurant is? This place serves plenty of fresh dim sum, has fast service and easy to get in if you come early!  But be warned, we have come just as the doors opened only to miss out on some of the choices when they get busier, so your timing to arrive will influence your choices. What's good about dim sum is that each dish is inexpensive and you can sample a variety of food. C-Fu is always pretty busy but you don't normally wait long to be seated.\n\nThis place a good spot for decent dim sum.  They are fast, effective, and your dim comes out nice and steamy.  Service for us was OK,  then again, Chinese restaurants aren't always known for having the best service.  Could I tell you the exact name of our favorites?  No. but their food is amazingly tasty, and fresh! Plus the carts actually come by frequently.\n\nThe food is delicious and remarkably affordable!  I haven't been to any other dim sum restaurant here in Arizona, so I can't compare to others, but this once is delicious. The restaurant was nice and spacey    \""""the food really good\"""" but \""""I can't remember the name of it\"""",   Excellent choice for Dim Sum.  Busy place, which keeps the food fresh and the carts moving.  Very reasonably priced, as dim sum should be. \n\nThey normally don't serve you, they are usually just there to refill your drinks and give your receipt.  Other than that, they go around with carts and you pick & choose what you want.  \n\nFOOD: The food was really good. Unfortunately I can't remember  any of the dishes we enjoyed but we did try a variety of their selections.  We didn't like everything on the menu.  But there were lots of things my wife & I really liked. PRICE: Reasonable. SERVICE:  The carts come around quite frequently which is a good thing. Service is somewhat lacking when it comes to getting drink refills.  I had to constantly flag down a waiter to refill our beverage. Also our servers hardly spoke a word of English.  On a good note while the restaurant was packed, we were seated right away  CONCLUSION: My thoughts on a restaurant of any ethnicity is seeing who eats there, if you see many people from the ethnicity of food you looking for you are usually on the right track this place in that aspect does not lie.  RETURN  FACTOR: 100%. I would come back here when I crave for some dim sum.   \n\n************************* What does my OVERALL rating mean?*************************\n\n5 stars -Highly recommended.  I would be willing to drive out of my way to this business. It is that good. This place represents their industry or cuisine very well! \n4 stars - Highly Recommended. I would frequent this business. \n3 stars - Not that good but not that bad. Just average. I wouldn't mind going again. \n2 stars - I would not recommend this establishment to friends or family. \n1 stars - DO YOURSELF A FAVOR AND DO NOT patronize this business. I would RUN AWAY from this place and you should too! DON'T WAST YOUR HARD EARNED MONEY AT THIS ESTABLISHMENT",1,huggingface_baseline,"can we just talk for a minute about how friggin' good this restaurant is? this place serves plenty of fresh dim sum, has fast service and easy to get in if you come early! but be warned, we have come just as the doors opened only to miss out on some of the choices when they get busier, so your timing to arrive will influence your choices. what's good about dim sum is that each dish is inexpensive and you can sample a variety of food. cfu is always pretty busy but you don't normally wait long to be seated.nnthis place a good spot for decent dim sum. they are fast, effective, and your dim comes out nice and steamy. service for us was ok, then again, chinese restaurants aren't always known for having the best service. could i tell you the exact name of our favorites? no. but their food is amazingly tasty, and fresh! plus the carts actually come by frequently.nnthe food is delicious and remarkably affordable! i haven't been to any other dim sum restaurant here in arizona, so i can't compare to others, but this once is delicious. the restaurant was nice and spacey the food really good but i can't remember the name of it, excellent choice for dim sum. busy place, which keeps the food fresh and the carts moving. very reasonably priced, as dim sum should be. nnthey normally don't serve you, they are usually just there to refill your drinks and give your receipt. other than that, they go around with carts and you pick choose what you want. nnfood the food was really good. unfortunately i can't remember any of the dishes we enjoyed but we did try a variety of their selections. we didn't like everything on the menu. but there were lots of things my wife i really liked. price reasonable. service the carts come around quite frequently which is a good thing. service is somewhat lacking when it comes to getting drink refills. i had to constantly flag down a waiter to refill our beverage. also our servers hardly spoke a word of english. on a good note while the restaurant was packed, we were seated right away conclusion my thoughts on a restaurant of any ethnicity is seeing who eats there, if you see many people from the ethnicity of food you looking for you are usually on the right track this place in that aspect does not lie. return factor 100. i would come back here when i crave for some dim sum. nn what does my overall rating mean?nn5 stars highly recommended. i would be willing to drive out of my way to this business. it is that good. this place represents their industry or cuisine very well! n4 stars highly recommended. i would frequent this business. n3 stars not that good but not that bad. just average. i wouldn't mind going again. n2 stars i would not recommend this establishment to friends or family. n1 stars do yourself a favor and do not patronize this business. i would run away from this place and you should too! don't wast your hard earned money at this establishment",talk minute friggin good restaurant place serve plenty fresh dim sum fast service easy come early warn come door open miss choice busy timing arrive influence choice good dim sum dish inexpensive sample variety food cfu pretty busy normally wait long place good spot decent dim sum fast effective dim come nice steamy service ok chinese restaurant know have good service tell exact favorite food amazingly tasty fresh plus cart actually come food delicious remarkably affordable dim sum restaurant arizona compare delicious restaurant nice spacey food good remember excellent choice dim sum busy place keep food fresh cart move reasonably price dim sum nnthey normally serve usually refill drink receipt cart pick choose want nnfood food good unfortunately remember dish enjoy try variety selection like menu lot thing wife like price reasonable service cart come frequently good thing service somewhat lacking come get drink refill constantly flag waiter refill beverage server hardly speak word english good note restaurant pack seat right away conclusion thought restaurant ethnicity see eat people ethnicity food look usually right track place aspect lie return factor come crave dim sum nn overall rating star highly recommend willing drive way business good place represent industry cuisine star highly recommend frequent business star good bad average mind go star recommend establishment friend family star favor patronize business run away place wast hard earn money establishment
"Went there for lunch.  It was our first time there.  Food was great.  Chips and 3 dips were really good.  Great service.  Nice place.  We were looking for a new Mexican restaurant to try, and we found a good one.  We will go back again, soon.",1,huggingface_baseline,"went there for lunch. it was our first time there. food was great. chips and 3 dips were really good. great service. nice place. we were looking for a new mexican restaurant to try, and we found a good one. we will go back again, soon.",go lunch time food great chip dip good great service nice place look new mexican restaurant try find good soon
"I'm coming in to rescue The Pub!  \nIf I lived in Madison I think I'd like this dive, it's cute!  And seriously where else can you order a round of drinks for yourself, your brother, and your boyfriend and the total comes to $7.50!?!?  OMG, sign me up!  You don't have to stay here all night but I can see this as a really fun place to meet up with people and get the night started.  Lots to do as far as pool, darts, music, bar, big tvs...I don't know what other people are expecting of a dive bar?!?!  I thought it was fun and I loved sitting on the picnic table seating.",1,huggingface_baseline,"i'm coming in to rescue the pub! nif i lived in madison i think i'd like this dive, it's cute! and seriously where else can you order a round of drinks for yourself, your brother, and your boyfriend and the total comes to 7.50!?!? omg, sign me up! you don't have to stay here all night but i can see this as a really fun place to meet up with people and get the night started. lots to do as far as pool, darts, music, bar, big tvs...i don't know what other people are expecting of a dive bar?!?! i thought it was fun and i loved sitting on the picnic table seating.",come rescue pub nif live madison think like dive cute seriously order round drink brother boyfriend total come omg sign stay night fun place meet people night start lot far pool dart music bar big tv know people expect dive bar think fun love sit picnic table seating
Horrible! Average food and the management / ownership is off their rocker. My wife wanted the chicken but they said they could only sell it to go for $12. Really? Convinced them to serve it in house and was charged $24. Same chicken dish! Disappointing. Do they not know that restaurants are in the service industry? Just not a good dining experience.,0,huggingface_baseline,horrible! average food and the management ownership is off their rocker. my wife wanted the chicken but they said they could only sell it to go for 12. really? convinced them to serve it in house and was charged 24. same chicken dish! disappointing. do they not know that restaurants are in the service industry? just not a good dining experience.,horrible average food management ownership rocker wife want chicken say sell convince serve house charge chicken dish disappointing know restaurant service industry good dining experience
"I haven't stopped talking about their chocolate chip pancakes since I ate them yesterday morning!  I don't know that I've ever had pancakes better than this.  The 3, 8\"""" diameter cakes are enough for 2 - I was only able to take a small bite of the included biscuit.\n\nWe arrived at 8:45am on Saturday, and there wasn't a wait.  When we left, seats were still available.",1,huggingface_baseline,"i haven't stopped talking about their chocolate chip pancakes since i ate them yesterday morning! i don't know that i've ever had pancakes better than this. the 3, 8 diameter cakes are enough for 2 i was only able to take a small bite of the included biscuit.nnwe arrived at 845am on saturday, and there wasn't a wait. when we left, seats were still available.",stop talk chocolate chip pancake eat yesterday morning know pancake well diameter cake able small bite include arrive saturday wait leave seat available
We use to be frequent dinners in Snaps and brought and recommend to friends.  We visited in March with friends. The food and services was bad.  We complained and we totally ignored.  We wrote a complaint and no one responded.  I wish they would check to see the number of times we visited to see the amount of business they are losing as we will never frequent nore recommend to anyone again.,0,huggingface_baseline,we use to be frequent dinners in snaps and brought and recommend to friends. we visited in march with friends. the food and services was bad. we complained and we totally ignored. we wrote a complaint and no one responded. i wish they would check to see the number of times we visited to see the amount of business they are losing as we will never frequent nore recommend to anyone again.,use frequent dinner snap bring recommend friend visit march friend food service bad complain totally ignore write complaint respond wish check number time visit business lose frequent nore recommend
"I pass Firehouse Subs several times a week and finally decided to stop in to try... Well it was well worth it.  The 'Steamer' sub I ordered was AWESOME!  \n\nI compare to a Quiznos in style but much better quality in my opinion.  The bread is fantastic.  And it is always great to see a big Saturday crowd looking to be in full enjoyment.\n\nThe place is clean, comfortable, smells incredible, and the people I interacted with were very friendly and happy to have my business.  I will definitely be back and highly recommend to anyone looking for a great sandwich.  \n\nI am withholding one star only because I have yet to try more of their sandwiches.",1,huggingface_baseline,"i pass firehouse subs several times a week and finally decided to stop in to try... well it was well worth it. the 'steamer' sub i ordered was awesome! nni compare to a quiznos in style but much better quality in my opinion. the bread is fantastic. and it is always great to see a big saturday crowd looking to be in full enjoyment.nnthe place is clean, comfortable, smells incredible, and the people i interacted with were very friendly and happy to have my business. i will definitely be back and highly recommend to anyone looking for a great sandwich. nni am withholding one star only because i have yet to try more of their sandwiches.",pass firehouse sub time week finally decide stop try worth steamer sub order awesome nni compare quizno style well quality opinion bread fantastic great big saturday crowd look place clean comfortable smell incredible people interact friendly happy business definitely highly recommend look great sandwich nni withhold star try sandwich
"My hats off to these guys.  Tucked away in an obscure place across from the Red Rock Hotel and Casino is Rocco's. Decorated in New York style with photos and oddities from the East Coast, this is hands down on eof the best pizza places in town. Not only do they have good pizza but it's the staff that makes the place. Always friendly, always helpful, they make one of the best NY style pizza's in town. Calzone, Zeppoli, etc. this places rocks......!!!!",1,huggingface_baseline,"my hats off to these guys. tucked away in an obscure place across from the red rock hotel and casino is rocco's. decorated in new york style with photos and oddities from the east coast, this is hands down on eof the best pizza places in town. not only do they have good pizza but it's the staff that makes the place. always friendly, always helpful, they make one of the best ny style pizza's in town. calzone, zeppoli, etc. this places rocks......!!!!",hat guy tuck away obscure place red rock hotel casino rocco decorate new york style photo oddity east coast hand eof good pizza place town good pizza staff make place friendly helpful good ny style pizza town calzone zeppoli etc place rock
"It's a decent hotel, it just needs so much more for it to be considered a \""""Las Vegas\"""" hotel. The whole Star Trek thing is a little over done. But you can't beat the price, however, you WILL have to pay to get to the main strip, which defeats the purpose of going to Vegas. The room was decent and rather big with a nice view, it's just not a typical VEGAS hotel, nothing special.",0,huggingface_baseline,"it's a decent hotel, it just needs so much more for it to be considered a las vegas hotel. the whole star trek thing is a little over done. but you can't beat the price, however, you will have to pay to get to the main strip, which defeats the purpose of going to vegas. the room was decent and rather big with a nice view, it's just not a typical vegas hotel, nothing special.",decent hotel need consider las vegas hotel star trek thing little beat price pay main strip defeat purpose go vegas room decent big nice view typical vegas hotel special
"The 1st time we saw this establishment we were INTERESTED BUT IT was Sunday and they were closed. 6 mos. later I was in the area and I'm looking for a treat for my family, asked a stranger for directions and made my way over there.  One lady walked in seconds 6 seconds before me.  I was greeted by the same attendant and proceeded to look around.  A lady came out gave me a sample of two items.  SO FAR SO GOOD!  Then the crazy began!  She was great w/ me stepping aside, looking at merchandise (like the cute insulated bag) while calling home to see what my other family members wanted, she just turned her attention to the 2 new people who came in.  My family was with me the orig. Sunday so I knew they wanted something-I wanted to get it right.  \n\nAll I kept hearing between calls was \"""" do you know what you want now, which ones do you want, what do you want?  WOW!  in retrospect-maybe I should have stepped outside to make my calls discreet but by that time the others were served and GONE!  Just 3 clerks, asking me between each call what DO YOU WANT!  WOW! \n\nI told them, they bagged them up, put a sticker on them, I paid and left!!!  I Was smiling-2 had WEIRD SMIRKS-OK!  WHEN I GOT HOME I REALIZED WHY!!THEY JUST GAVE ME WHAT THEY WANTED- JUST TO PROVE I GUESS HOW 3 EXTRA MINUTES TO CHECK PREFERENCES WERE WASTED TIME-TO THEM AND THEY MADE SURE IT WAS WASTED TIME FOR US-THE CONSUMERS! \n\nWhat's WORSE - I agree with other comments made-my mom's cake is better!  THE FROSTED IS GOOD but IT'S NECESSARY, anyway it was the deliberate giving me the wrong cake that bothered me!  \n\nI KNOW- THEY'LL COUNTER AND SAY IT WASN'T ON PURPOSE-THAT'S HOW INSIDIOUSNESS WORKS!  That's why I'm POSTING!  RUDENESS SEEMS TO BE A COMPANY MANDATE for some as noted by DIONE G. BELOW, I GUESS THAT weirdness is supposed to INFER CLASS BUT it doesn't it just runs off paying, HAPPY customers!  I'd rather patronize a \""""real family bakery or even \""""NORDSTROM'S\"""" for tastier High-Class Pastries with MUCH BETTER SERVICE and nothing to prove and so should you!!!",0,huggingface_baseline,"the 1st time we saw this establishment we were interested but it was sunday and they were closed. 6 mos. later i was in the area and i'm looking for a treat for my family, asked a stranger for directions and made my way over there. one lady walked in seconds 6 seconds before me. i was greeted by the same attendant and proceeded to look around. a lady came out gave me a sample of two items. so far so good! then the crazy began! she was great w me stepping aside, looking at merchandise like the cute insulated bag while calling home to see what my other family members wanted, she just turned her attention to the 2 new people who came in. my family was with me the orig. sunday so i knew they wanted somethingi wanted to get it right. nnall i kept hearing between calls was do you know what you want now, which ones do you want, what do you want? wow! in retrospectmaybe i should have stepped outside to make my calls discreet but by that time the others were served and gone! just 3 clerks, asking me between each call what do you want! wow! nni told them, they bagged them up, put a sticker on them, i paid and left!!! i was smiling2 had weird smirksok! when i got home i realized why!!they just gave me what they wanted just to prove i guess how 3 extra minutes to check preferences were wasted timeto them and they made sure it was wasted time for usthe consumers! nnwhat's worse i agree with other comments mademy mom's cake is better! the frosted is good but it's necessary, anyway it was the deliberate giving me the wrong cake that bothered me! nni know they'll counter and say it wasn't on purposethat's how insidiousness works! that's why i'm posting! rudeness seems to be a company mandate for some as noted by dione g. below, i guess that weirdness is supposed to infer class but it doesn't it just runs off paying, happy customers! i'd rather patronize a real family bakery or even nordstrom's for tastier highclass pastries with much better service and nothing to prove and so should you!!!",time see establishment interested sunday close mos later area look treat family ask stranger direction way lady walk second second greet attendant proceed look lady come give sample item far good crazy begin great w step aside look merchandise like cute insulate bag call home family member want turn attention new people come family orig sunday know want somethingi want right nnall keep hear call know want one want want wow retrospectmaybe step outside call discreet time serve go clerk ask want wow nni tell bag sticker pay leave weird smirksok get home realize give want prove guess extra minute check preference waste timeto sure waste time usthe consumer nnwhat bad agree comment mademy mom cake well frosted good necessary deliberate give wrong cake bother nni know counter purposethat insidiousness work post rudeness company mandate note dione guess weirdness suppose infer class run pay happy customer patronize real family bakery nordstrom tasty highclass pastry well service prove
