label,entity_norm,count
MONEY,6 dollar,1
MONEY,6.25,1
MONEY,6.30,1
MONEY,6.95,1
MONEY,60$,1
MONEY,62,1
MONEY,65$,1
MONEY,65.00,1
MONEY,660.00,1
MONEY,67,1
MONEY,69,1
MONEY,7 over $1k.,1
MONEY,7.25,1
MONEY,7.59,1
MONEY,7.62,1
MONEY,7.99\,1
MONEY,70 cents,1
MONEY,75,1
MONEY,75 cents,1
MONEY,75$ +,1
MONEY,75-$200,1
MONEY,79.00,1
MONEY,8 bucks,1
MONEY,8$,1
MONEY,8.50,1
MONEY,8.59/$7.73,1
MONEY,8.95,1
MONEY,8.99,1
MONEY,80 bucks,1
MONEY,80 dollars,1
MONEY,83,1
MONEY,890.00,1
MONEY,9$,1
MONEY,90,1
MONEY,900,1
MONEY,95,1
MONEY,96,1
MONEY,99,1
MONEY,99 cent,1
MONEY,99(specials,1
MONEY,99.00,1
MONEY,\n- $25/day,1
MONEY,a few more $$$,1
MONEY,a few more dollars,1
MONEY,a little over $7,1
MONEY,a thousand dollars,1
MONEY,about $,1
MONEY,about $10,1
MONEY,about $10-$15,1
MONEY,about $120,1
MONEY,about $15,1
MONEY,about $20.\n\nthe,1
MONEY,about $200,1
MONEY,about $2000,1
MONEY,about $30,1
MONEY,about $6.50,1
MONEY,about $60,1
MONEY,about $65 bucks,1
MONEY,about $7,1
MONEY,about $8.00,1
MONEY,about 5$,1
MONEY,almost $30,1
MONEY,almost $70,1
MONEY,almost $700,1
MONEY,almost 10 bucks,1
MONEY,an additional $40,1
MONEY,an additional $410,1
MONEY,an additional $50,1
MONEY,an additional $6.00,1
MONEY,an additional 95 cents,1
MONEY,an extra,1
MONEY,an extra $20,1
MONEY,another $5,1
MONEY,another $580,1
MONEY,another $8,1
MONEY,another penny,1
MONEY,approximately $5.\n\ni,1
MONEY,arbitrary $50,1
MONEY,around $8,1
MONEY,around $80,1
MONEY,around 5 bucks,1
MONEY,close to $10,1
MONEY,close to $100,1
MONEY,every cent,1
MONEY,every penny,1
MONEY,every single penny,1
MONEY,five bucks,1
MONEY,hundreds of dollars,1
MONEY,like $80+ dollars,1
MONEY,more than $40 bucks,1
MONEY,more than $400 dollars,1
MONEY,more than 5 bucks,1
MONEY,no less than $150,1
MONEY,noses!\n\n45 dollars,1
MONEY,one extra dollar,1
MONEY,only $130,1
MONEY,only $29,1
MONEY,only $8500,1
MONEY,over $100 dollars,1
MONEY,over $1000,1
MONEY,over $12,1
MONEY,over $200,1
MONEY,over $250,1
MONEY,over $2500.00,1
MONEY,over $40.00,1
MONEY,over $5.50,1
MONEY,over $600,1
MONEY,over 100 bucks,1
MONEY,salty.\n       - $6.50,1
MONEY,the 30 cents,1
MONEY,twenty dollars,1
MONEY,two bucks,1
MONEY,two dollars,1
MONEY,up to,1
MONEY,up to $119.80,1
MONEY,up to $200,1
ORG,bbq,28
ORG,starbucks,26
ORG,un,22
ORG,never,16
ORG,az,15
ORG,portillo,13
ORG,yelp,13
ORG,hertz,11
ORG,wow,11
ORG,"\""""i",10
ORG,ipad,10
ORG,mgm,10
ORG,great,8
ORG,subway,8
ORG,awesome,7
ORG,buffet,7
ORG,cosmo,7
ORG,free,7
ORG,omg,6
ORG,panda express,6
ORG,pnc,6
ORG,rio,6
ORG,scottsdale,6
ORG,target,6
ORG,way,6
ORG,aj,5
ORG,atm,5
ORG,bacon,5
ORG,bj,5
ORG,dragon court,5
ORG,eta,5
ORG,gm,5
ORG,kfc,5
ORG,lol,5
ORG,titanic,5
ORG,valet,5
ORG,wtf,5
ORG,yelpers,5
ORG,"\""""we",4
ORG,asu,4
ORG,caesar,4
ORG,caesars,4
ORG,chicagoland,4
ORG,costco,4
ORG,customer,4
ORG,cvs,4
ORG,denny's,4
ORG,eur,4
ORG,excalibur,4
ORG,fleur,4
ORG,hot,4
ORG,l&s,4
ORG,la senza,4
ORG,livingsocial,4
ORG,margarita,4
ORG,menu,4
ORG,mirage,4
ORG,packed,4
ORG,pepsi,4
ORG,taco,4
ORG,taco bell,4
ORG,the lash artist,4
ORG,walmart,4
ORG,whole foods,4
ORG,worst,4
ORG,acacia caf\u00e9,3
ORG,bad,3
ORG,battista,3
ORG,chips,3
ORG,coke,3
ORG,customer service,3
ORG,d\u00e9cor,3
ORG,das,3
ORG,guinness,3
ORG,gvr,3
ORG,hertz clt,3
ORG,honey,3
ORG,in-n-out,3
ORG,jaleo,3
ORG,love,3
ORG,macy,3
ORG,mastercard,3
ORG,matthews animal clinic,3
ORG,mayo,3
ORG,next,3
ORG,nick,3
ORG,nm,3
ORG,noda,3
ORG,ny,3
ORG,open table,3
ORG,pasta,3
ORG,peaks,3
ORG,phx,3
ORG,price,3
ORG,rosita,3
ORG,sls,3
ORG,sr,3
ORG,stack,3
ORG,steakhouse,3
ORG,teriyaki,3
ORG,tropicana,3
ORG,tsa,3
ORG,tyler,3
ORG,yum,3
ORG,\n\nstaff,2
ORG,always,2
ORG,anyone,2
ORG,applebee,2
ORG,asada,2
ORG,asap,2
ORG,at&t,2
ORG,az federal,2
ORG,bf,2
ORG,bff,2
ORG,boiling crab,2
ORG,budweiser,2
ORG,burger king,2
ORG,bww,2
ORG,ca,2
ORG,cabellas,2
ORG,caliber collision,2
ORG,carmel,2
ORG,carnegie,2
ORG,chase,2
ORG,chelsea,2
ORG,christina,2
ORG,cinco de mayo,2
ORG,cockburn,2
ORG,cox,2
ORG,dead,2
ORG,decor,2
ORG,diners,2
ORG,dirty,2
ORG,disney,2
ORG,dmv,2
ORG,dri,2
ORG,einstein brothers bagels,2
ORG,everytime,2
ORG,fed,2
ORG,first option,2
ORG,flagstaff,2
ORG,foothills,2
ORG,fum\u00e9,2
ORG,fyi,2
ORG,hash house a go go,2
ORG,hibachi,2
ORG,honda,2
ORG,hotel,2
ORG,ipad 2,2
ORG,ishi,2
ORG,justin,2
ORG,kjzz,2
ORG,los,2
ORG,lotus,2
ORG,mac n,2
ORG,magic,2
ORG,man vs food,2
ORG,margaritas,2
ORG,margaritaville,2
ORG,marquee,2
ORG,mcdonald,2
ORG,mercedes,2
ORG,mgm grand,2
ORG,nhl,2
ORG,nj,2
ORG,npr,2
ORG,nueske,2
ORG,nyc,2
ORG,nye,2
ORG,original,2
ORG,pakastani,2
ORG,pinot noir,2
ORG,planet fitness,2
ORG,postino,2
ORG,rainbow,2
ORG,raw,2
ORG,red lobster,2
ORG,red velvet,2
ORG,rei,2
ORG,restaurant,2
ORG,riviera,2
ORG,run,2
ORG,safeway,2
ORG,salat,2
ORG,sam's club,2
ORG,sapporo,2
ORG,sasasweets,2
ORG,sat,2
ORG,seafood,2
ORG,seared,2
ORG,sears,2
ORG,shop,2
ORG,still,2
ORG,stupid,2
ORG,sun,2
ORG,sw,2
ORG,tabasco,2
ORG,tacos,2
ORG,target stores,2
ORG,tempe,2
ORG,thai lotus,2
ORG,the cream cheese brownie,2
ORG,the red wine reduction,2
ORG,the rock n roll,2
ORG,thompsons,2
ORG,time,2
ORG,time out,2
ORG,too,2
ORG,toyota,2
ORG,trump,2
ORG,u,2
ORG,ufc,2
ORG,unlv,2
ORG,us airways,2
ORG,visa,2
ORG,vista,2
ORG,wal-mart,2
ORG,wally's,2
ORG,yikes,2
ORG,ymca,2
ORG,- steak & brisket,1
ORG,1st & last,1
ORG,43rd ave & peoria,1
ORG,53rd ave. & indian school,1
ORG,830pm,1
ORG,930pm,1
ORG,"\""""banana cream pie, fudgesicle \""""ice\",1
ORG,"\""""good",1
ORG,"\""""main\",1
ORG,"\""""men\",1
ORG,"\""""sampler",1
ORG,"\""""trying",1
ORG,"\""""will",1
ORG,"\""""yeah",1
ORG,\n\nall,1
ORG,\n\ndavena,1
ORG,\n\ndogs,1
ORG,\n\nfood,1
ORG,\n\nglenn,1
ORG,\n\ngood mexican,1
ORG,\n\njaleo,1
ORG,\n\nwell,1
ORG,\n\nwine &,1
ORG,\nd,1
ORG,\nder,1
ORG,\u00a0in,1
ORG,a california roll,1
ORG,a gin &,1
ORG,a pitts-burgher,1
ORG,a-team motorcycles,1
ORG,abandoned,1
ORG,abbildungen,1
ORG,ac,1
ORG,acacia caf\u00e9's,1
ORG,ace,1
ORG,adult a,1
ORG,again,1
ORG,ahem,1
ORG,air,1
ORG,al pastor,1
ORG,aldi,1
ORG,all things considered,1
ORG,all.\nfood,1
ORG,aloha,1
ORG,aloha specialties,1
ORG,alway,1
ORG,amazon,1
ORG,amc,1
ORG,an urgent care,1
ORG,animal burger,1
ORG,anymore,1
ORG,anyway,1
ORG,anywhere,1
ORG,arcadia,1
ORG,arco,1
ORG,arizona peach ale,1
ORG,armchair books,1
ORG,arncini,1
ORG,arrangements.\n\ngld,1
ORG,art of flavors,1
ORG,asada burrito,1
ORG,atendent,1
ORG,athena,1
ORG,atm fees,1
ORG,attendee,1
ORG,audi,1
ORG,auf die,1
ORG,"aunts, uncles and cousins",1
ORG,ausprobieren,1
ORG,autistic,1
ORG,aveda,1
ORG,awd,1
ORG,awful,1
ORG,az music,1
ORG,az wines,1
ORG,b\u00e4cker,1
ORG,b\u00f6ckeler service klassiker,1
ORG,b\u00f6ckeler team,1
ORG,bacon burger,1
ORG,bad customer service,1
ORG,bagels,1
ORG,bailey's irish cream,1
ORG,bailey's irish cream creme brulee,1
ORG,bally's,1
ORG,bang.\nyou,1
ORG,bank,1
ORG,bank of america,1
ORG,bark,1
ORG,barro,1
ORG,"barrymore, public house",1
ORG,bars,1
ORG,barton,1
ORG,bassista,1
ORG,bbb,1
ORG,bears and bulls,1
ORG,beaucoup de choix de viandes,1
ORG,beaux de montr\u00e9al,1
ORG,beef brisket,1
ORG,beginning:\n\na,1
ORG,behaving.\n\nour party,1
ORG,bell,1
ORG,bell pepper fan,1
ORG,bentley,1
ORG,berry farm,1
ORG,best crab claws,1
ORG,besuch,1
ORG,better decor & less,1
ORG,bevello,1
ORG,beverley,1
ORG,big wongs,1
ORG,billig-konzentrat,1
ORG,bin nicht,1
ORG,bizzarro world,1
ORG,black,1
ORG,black angus beef,1
ORG,black fig,1
ORG,black ops,1
ORG,blech,1
ORG,bleu,1
ORG,blondie,1
ORG,bloody marys,1
ORG,blt,1
ORG,blue,1
ORG,blue 32,1
ORG,blue fin,1
ORG,blue moon,1
ORG,blues,1
ORG,bmw,1
ORG,boba,1
ORG,bogo,1
ORG,bok choy & fried rice,1
ORG,bollywood,1
ORG,bonanza,1
ORG,bones.\npinakbet,1
ORG,boom boom boom,1
ORG,border grill's,1
ORG,boring.\n- meatball,1
ORG,bouchon - mon ami gabi,1
ORG,bouncer,1
ORG,bountiful baskets,1
ORG,braddaaaaahs,1
ORG,brand,1
ORG,bref,1
ORG,brio,1
ORG,british food,1
ORG,brl,1
ORG,brother,1
ORG,brownie,1
ORG,brownie batter,1
ORG,brownie batter to birthday cake to cotton candy to pomegranate,1
ORG,brownies,1
ORG,bs,1
ORG,bud light limes,1
ORG,buds.\n       - authentic - from,1
ORG,buffets,1
ORG,burger,1
ORG,burger bar,1
ORG,burger king.\n\nanyway,1
ORG,burger time,1
ORG,butabara - pork,1
ORG,bw,1
ORG,bye-bye ballys,1
ORG,byob,1
ORG,c'est,1
ORG,c'est super truck,1
ORG,c'est un,1
ORG,c-fu,1
ORG,cab,1
ORG,cabana,1
ORG,cadillac,1
ORG,caesars palace,1
ORG,cafe lago,1
ORG,cajun queen,1
ORG,cajun/creole,1
ORG,cake,1
ORG,calamari,1
ORG,california hotel,1
ORG,cantina,1
ORG,capital plumbing,1
ORG,capitol,1
ORG,caramel,1
ORG,carbon wheel,1
ORG,cards,1
ORG,carnegie deli,1
ORG,carpet\,1
ORG,carrots,1
ORG,cash).\n\nthe,1
ORG,casino,1
ORG,cc,1
ORG,ce qui,1
ORG,ceasars,1
ORG,celebrity,1
ORG,century theaters,1
ORG,certificate,1
ORG,ces,1
ORG,ceviche,1
ORG,chandeliers.\n\n3,1
ORG,chandler & old town,1
ORG,changed??\ncar,1
ORG,changs,1
ORG,chardonay,1
ORG,chardonnay,1
ORG,charlotte restaurant week,1
ORG,charme,1
ORG,chawan mushi - steamed,1
ORG,che consiglio e che rifarei.\nl'hotel,1
ORG,che poi hanno risolto,1
ORG,cheap/affordable,1
ORG,cheese - good,1
ORG,cheese balls,1
ORG,cheese burrito,1
ORG,cheeseburgers,1
ORG,chef,1
ORG,"chekhov, byron and shelley",1
ORG,chevron,1
ORG,chevron gas station,1
ORG,chez panisse,1
ORG,chic fil,1
ORG,chicken,1
ORG,chillspot,1
ORG,chilly bombers,1
ORG,chinse,1
ORG,chintzy,1
ORG,chow hall,1
ORG,christmassy,1
ORG,chrysler,1
ORG,chutney,1
ORG,cinco de mayo!\n\nthe,1
ORG,circus,1
ORG,circus circus,1
ORG,cirque,1
ORG,ck,1
ORG,clean,1
ORG,clifton's cafeteria and oki,1
ORG,cm,1
ORG,cmu,1
ORG,cnn,1
ORG,cocktail - shrimp,1
ORG,coconut,1
ORG,coin n'h\u00e9sitez,1
ORG,cold beers,1
ORG,cold stone,1
ORG,collision authority,1
ORG,comcast,1
ORG,complete,1
ORG,consumer reports,1
ORG,convention,1
ORG,cooper's,1
ORG,coors,1
ORG,coors light,1
ORG,copeaux de mozzarella,1
ORG,corn - cilantro sauce,1
ORG,corned,1
ORG,cornish pasty company,1
ORG,corvette,1
ORG,coulter infiniti,1
ORG,coupon!!!!\n\nthat,1
ORG,cowboy,1
ORG,cozy &,1
ORG,crab ragoons,1
ORG,crab\n\nporterhouse:\nhuge,1
ORG,creative loafing,1
ORG,croque madame,1
ORG,csi,1
ORG,cucumber,1
ORG,culinary dropout,1
ORG,cup!\n\nmy,1
ORG,cupcakery,1
ORG,cupcrazed,1
ORG,curry,1
ORG,custard and steakburgers,1
ORG,cute,1
ORG,cvs darcy,1
ORG,daicon curls,1
ORG,damn,1
ORG,danyel,1
ORG,darren of incredible roofs,1
ORG,das management,1
ORG,das restaurant,1
ORG,dbg,1
ORG,dean & deluca,1
ORG,della caparra sulla carta,1
ORG,dem blattsalat,1
ORG,der service,1
ORG,dessert.\n\nfor,1
ORG,dessert.\n\nservice- 4.5,1
ORG,diamond,1
ORG,diavola,1
ORG,die schnitzel,1
ORG,different.\n    they,1
ORG,dislike,1
ORG,disney world,1
ORG,diva,1
ORG,do not park in the condo decks,1
ORG,doc,1
ORG,doggie day camp,1
ORG,dominos,1
ORG,douchebag,1
ORG,downtown phoenix public market,1
ORG,dq,1
ORG,dresses,1
ORG,drinks,1
ORG,drive-ins and dives,1
ORG,droit de fouiller,1
ORG,dry cleaners,1
ORG,"dryer, & 50\",1
ORG,dungeness crab,1
ORG,dunkin' donuts,1
ORG,durango & n i-215,1
ORG,dvlb,1
ORG,eastern,1
ORG,eat,1
ORG,eat n park-,1
ORG,edward scissorhands,1
ORG,eek.\n\nwe,1
ORG,egg drop soup & singapore mai fun (which,1
ORG,ein ec-terminal,1
ORG,einrichtungen,1
ORG,eistheke,1
ORG,el charro,1
ORG,el hefe,1
ORG,el medio,1
ORG,el segundo sol,1
ORG,el segundo sol team,1
ORG,el segundo sol was excellent,1
ORG,el torito,1
ORG,eli,1
ORG,eli's,1
ORG,elite floor & furniture cleaning,1
ORG,elliot and i10,1
ORG,empanadas,1
ORG,empress,1
ORG,encore/wynn,1
ORG,endocrinologist,1
ORG,enough,1
ORG,entire,1
ORG,epic,1
ORG,epicentre,1
ORG,equate,1
ORG,esb,1
ORG,"eur 3,02",1
ORG,euro,1
ORG,ever.\n\nwe,1
ORG,everado,1
ORG,except,1
ORG,exit,1
ORG,experience.\n\nthe,1
ORG,extra spicy (hot hot hot,1
ORG,extremely,1
ORG,fabulous,1
ORG,fairmont,1
ORG,fait avec des graines de carvi,1
ORG,fantastic &,1
ORG,fast!\n\nnext,1
ORG,fat burger and in & out burger,1
ORG,favor,1
ORG,favorit,1
ORG,fazit,1
ORG,ffs,1
ORG,fidelity,1
ORG,finish,1
ORG,fire dogs,1
ORG,firm,1
ORG,first american,1
ORG,fish&chips,1
ORG,five guys,1
ORG,flamingo and durango,1
ORG,flank,1
ORG,flautas,1
ORG,fnb,1
ORG,food,1
ORG,food & went,1
ORG,food (burrito/bowl,1
ORG,food express,1
ORG,foundation,1
ORG,four seasons,1
ORG,fox,1
ORG,fox n hound,1
ORG,fratelli,1
ORG,freddie freeloader,1
ORG,frenchman,1
ORG,fresh attractions,1
ORG,fri,1
ORG,fri sat,1
ORG,fried,1
ORG,fried mac &,1
ORG,"fries, burgers & onion rings",1
ORG,frog,1
ORG,front,1
ORG,frontier,1
ORG,frosted grape,1
ORG,fruity pebbles,1
ORG,fry's,1
ORG,ftp,1
ORG,fushion sushi & japanese traditional sush,1
ORG,fyi.\n\nif,1
ORG,ga,1
ORG,gainy ranch,1
ORG,gameworks,1
ORG,garderobe,1
ORG,garlic potato - an,1
ORG,geht garnicht.\nan,1
ORG,gel,1
ORG,geldbeutel,1
ORG,genre de truc,1
ORG,george & son,1
ORG,get new management in here & tighten,1
ORG,giant,1
ORG,giants,1
ORG,glendale/phoenix,1
ORG,go,1
ORG,gold's,1
ORG,golds,1
ORG,good food,1
ORG,google,1
ORG,gosta de arte,1
ORG,gourmet burgers,1
ORG,grant green,1
ORG,gravy,1
ORG,gravy!\nwe,1
ORG,great big menu,1
ORG,great food,1
ORG,great place,1
ORG,green acre boarding,1
ORG,grey lemonade-it's,1
ORG,group,1
ORG,guacamole,1
ORG,h\u00e4lfte,1
ORG,haagen,1
ORG,halcyon,1
ORG,haley,1
ORG,half & half,1
ORG,halo,1
ORG,hard rocks,1
ORG,harley,1
ORG,hate,1
ORG,hawaiin,1
ORG,heart,1
ORG,heat\n*lan,1
ORG,heavily,1
ORG,heinz,1
ORG,helen,1
ORG,hell,1
ORG,hello kitty,1
ORG,hen's house,1
ORG,henna,1
ORG,hertz left us stranded in,1
ORG,hgtv,1
ORG,hhagg,1
ORG,hilton honors,1
ORG,hit,1
ORG,hitting,1
ORG,hmdqgckvuoo\n\nfood,1
ORG,hojos,1
ORG,holiday inn,1
ORG,home.\n\nthe,1
ORG,honeymoon sweets,1
ORG,hopefully this chili's,1
ORG,horizon,1
ORG,house,1
ORG,house & hip hop,1
ORG,house margaritas,1
ORG,howse,1
ORG,hungry fisherman,1
ORG,hustle,1
ORG,hyatt places,1
ORG,hyundai,1
ORG,i.,1
ORG,ibu,1
ORG,ichiza,1
ORG,ikura,1
ORG,immediately,1
ORG,imo,1
ORG,impeccable.\n\nsome,1
ORG,impressed,1
ORG,inclined,1
ORG,incredible,1
ORG,indian school,1
ORG,indigo,1
ORG,infer,1
ORG,ipa,1
ORG,iphix,1
ORG,it'e,1
ORG,it.\n\nit,1
ORG,italian fries,1
ORG,jackbeagles,1
ORG,jake,1
ORG,javier,1
ORG,jean phillipe's,1
ORG,jeep,1
ORG,jenni pho,1
ORG,jlo,1
ORG,kappe,1
ORG,karte,1
ORG,kece,1
ORG,kellner,1
ORG,kill,1
ORG,kindest,1
ORG,kinkade,1
ORG,kk,1
ORG,kleinigkeiten,1
ORG,knot's,1
ORG,know)\n\n(newly,1
ORG,know--,1
ORG,kobe,1
ORG,koi,1
ORG,kraft mac,1
ORG,kunden keinerlei system,1
ORG,kung pao,1
ORG,kurze,1
ORG,kyot,1
ORG,la petite france,1
ORG,la proximit\u00e9 d'un,1
ORG,landline!\n\nzero,1
ORG,laroche,1
ORG,lasalle college,1
ORG,lash artist,1
ORG,laxative,1
ORG,lazy,1
ORG,le,1
ORG,le burger,1
ORG,le naan,1
ORG,le parc,1
ORG,le thai,1
ORG,leave!\n9.,1
ORG,leche,1
ORG,lechon,1
ORG,lecture,1
ORG,lemon &,1
ORG,les co\u00fbts sont \u00e9lev\u00e9s,1
ORG,les crosmesquis de foie gras,1
ORG,lettuce,1
ORG,liberty,1
ORG,liberty ave,1
ORG,light rail,1
ORG,likewike,1
ORG,limit,1
ORG,limoncello,1
ORG,lincoln,1
ORG,linhs alterations,1
ORG,links,1
ORG,lmao,1
ORG,loaner cars available?!\n\ni'm,1
ORG,loans & grants,1
ORG,longhorn steakhouse,1
ORG,los olivo's,1
ORG,los paisas,1
ORG,lot,1
ORG,lots,1
ORG,love hashouse,1
ORG,love mexican food,1
ORG,loved,1
ORG,loving hut,1
ORG,lucky man productions,1
ORG,luckyrice,1
ORG,lunch/dinner,1
ORG,lunde peoria volkswagen,1
ORG,lv.\n\nyou,1
ORG,lvpd,1
ORG,mac,1
ORG,mac & chz,1
ORG,mac n cheese,1
ORG,macaconi & cheese,1
ORG,macht,1
ORG,macroni & chesse,1
ORG,madison 3 months ago,1
ORG,mai tais,1
ORG,major league bar hall of fame,1
ORG,mamapedia for jump and,1
ORG,management,1
ORG,manicure & pedicure,1
ORG,manis & pedis,1
ORG,mann,1
ORG,margarine,1
ORG,marrakech,1
ORG,marriott &,1
ORG,matteo,1
ORG,matzo balls,1
ORG,max,1
ORG,mcc,1
ORG,mccoy,1
ORG,mcdonalds,1
ORG,mcgill ghetto-ites,1
ORG,mclean,1
ORG,mega furniture,1
ORG,mercedes benz,1
ORG,mercedes benz van,1
ORG,merguez & artichoke,1
ORG,merlot,1
ORG,mesa,1
ORG,mesa arts center,1
ORG,mesa grill,1
ORG,metro carpet care,1
ORG,mgm 2,1
ORG,mh fitness,1
ORG,michelin,1
ORG,mignon(which,1
ORG,miguel's booth\n\ncons - it's,1
ORG,mike mignola's,1
ORG,mindy & regina's,1
ORG,minute\,1
ORG,mistake!\n\ni,1
ORG,mlb - major league bars,1
ORG,mojito,1
ORG,monkland vet,1
ORG,monta noodle house,1
ORG,mooresville,1
ORG,more.\nrichard,1
ORG,motor vehicle,1
ORG,mousse,1
ORG,mpg import auto service,1
ORG,msg,1
ORG,muramoto at hilldale,1
ORG,mvp,1
ORG,nachbartisch,1
ORG,nachdem,1
ORG,nachfolger vom caf\u00e9,1
ORG,nada,1
ORG,nakama,1
ORG,nasa,1
ORG,nasty,1
ORG,naz,1
ORG,nebentisch,1
ORG,necessary,1
ORG,negi ma - chicken,1
ORG,neighborhood,1
ORG,nett,1
ORG,never go back,1
ORG,nfg,1
ORG,nice,1
ORG,nice & clean,1
ORG,nicht aus,1
ORG,nicht der service,1
ORG,night!)\n\nwe,1
ORG,nlcs,1
ORG,noca,1
ORG,nom,1
ORG,non posso che,1
ORG,none,1
ORG,nope,1
ORG,north scottsdale,1
ORG,nowhere,1
ORG,nugget,1
ORG,nutcracker,1
ORG,nutella,1
ORG,ny style,1
ORG,nypd,1
ORG,nyu/va/bellevue,1
ORG,off the hook,1
ORG,ok & way,1
ORG,oktoberfest &,1
ORG,old,1
ORG,olive & ivy,1
ORG,on the counter,1
ORG,orange julep,1
ORG,orange leaf,1
ORG,orange vanilla saffron-not,1
ORG,orangina,1
ORG,ordered:\nseafood,1
ORG,outback steakhouse,1
ORG,outlet,1
ORG,pak,1
ORG,pakastanie,1
ORG,palm,1
ORG,panda express.\n\nthe,1
ORG,panini's,1
ORG,papa del's,1
ORG,papago,1
ORG,parc ave,1
ORG,parker,1
ORG,parker's moving service,1
ORG,party,1
ORG,parvo 5 days,1
ORG,pass.\n\ngvr,1
ORG,passat,1
ORG,pasta pompadour,1
ORG,pasty co. service,1
ORG,pate,1
ORG,pei,1
ORG,pepper& strawberry,1
ORG,pepto,1
ORG,perch\u00e8 c'\u00e8,1
ORG,perfectly.\n       - value - you,1
ORG,personal pinkeleuros wechseln.\n\n\n sorry,1
ORG,pgh,1
ORG,phil & sebastian,1
ORG,philadelphia sandwich,1
ORG,pho,1
ORG,phoenix/scottsdale,1
ORG,photofusion,1
ORG,pico de gallo,1
ORG,pie,1
ORG,pie-perfect,1
ORG,pieces.\n\nthe black & blue,1
ORG,pineapple,1
ORG,pitchfork & corks,1
ORG,pizza factory,1
ORG,pizza hut,1
ORG,pj,1
ORG,plat,1
ORG,point blank period,1
ORG,polynesian / south pacific inspired,1
ORG,pommes,1
ORG,pool,1
ORG,popcorn,1
ORG,popeyes,1
ORG,poss\u00e8de un,1
ORG,post office,1
ORG,potato patch fries,1
ORG,preis,1
ORG,preise ordentliche portionen,1
ORG,pretzel,1
ORG,priceline,1
ORG,princes st (jenners,1
ORG,props,1
ORG,proserv,1
ORG,pub at caesar's palace,1
ORG,pupusas,1
ORG,put some benches along your,1
ORG,qualitativ,1
ORG,raleigh,1
ORG,rangers,1
ORG,ratio.\n       - $1.90,1
ORG,raum,1
ORG,rcp,1
ORG,rdtr,1
ORG,recommend,1
ORG,red pepper,1
ORG,red velvet pancakes,1
ORG,red vines,1
ORG,red wine reduction,1
ORG,restaurant--,1
ORG,restaurant.\n\nwe,1
ORG,rib eye - way,1
ORG,rip off,1
ORG,rip off report,1
ORG,rise,1
ORG,ritz,1
ORG,"riverdance, cirque de soliel's ka",1
ORG,roach motel,1
ORG,roasted potatoes,1
ORG,rolls,1
ORG,romaine lettuce caesar salad,1
ORG,rooms,1
ORG,rover.com,1
ORG,royal w/,1
ORG,ruben,1
ORG,rude,1
ORG,rx,1
ORG,rye and ham & cheese sandwiches,1
ORG,salad,1
ORG,salmon,1
ORG,samsung,1
ORG,sandra b,1
ORG,sandy,1
ORG,sangria,1
ORG,sashimi,1
ORG,sat n sun,1
ORG,sate,1
ORG,sauce,1
ORG,save the dates,1
ORG,sbarro,1
ORG,sbux,1
ORG,schnitzel,1
ORG,schwinn,1
ORG,scotts & phx,1
ORG,scottsdale links,1
ORG,scottsdale sports bar,1
ORG,sears and roebuck,1
ORG,seasoning).\n\nive,1
ORG,sec,1
ORG,server,1
ORG,seville,1
ORG,seville cleaners,1
ORG,shoniku - chicken,1
ORG,showmars,1
ORG,shrimp,1
ORG,shrimp arrabiatta w/ linguini &,1
ORG,siagon,1
ORG,sidebar,1
ORG,sigh,1
ORG,simoniz,1
ORG,sjp,1
ORG,slots a fun at circus circus,1
ORG,slowmed,1
ORG,smashburger,1
ORG,smirnoff,1
ORG,smooth moves,1
ORG,social house,1
ORG,sonora animal hospital,1
ORG,sooooo,1
ORG,sorry,1
ORG,sorts.\n\nand of course,1
ORG,southern hills hospital,1
ORG,southwest airlines,1
ORG,southwest vacation,1
ORG,spicy pumpkin basil,1
ORG,spinato,1
ORG,spirit airlines,1
ORG,sports authority,1
ORG,spring training,1
ORG,spring valley hospital,1
ORG,squaresville,1
ORG,sriracha & hoisin sauce,1
ORG,stanley turrentine,1
ORG,state,1
ORG,state st,1
ORG,steve & barry's,1
ORG,stratta,1
ORG,sub par\n\nclean,1
ORG,sugar factory,1
ORG,sum\nlo mein\n\nneedless,1
ORG,sumits,1
ORG,sunagimo - chicken gizzard,1
ORG,sunland auto,1
ORG,sunup brewing co.,1
ORG,super,1
ORG,super sundae,1
ORG,super truck,1
ORG,superstition springs,1
ORG,sure!\n\nps,1
ORG,sushi/sashimi,1
ORG,taco bell-esque,1
ORG,tacos &,1
ORG,tag.\ngood,1
ORG,takumi,1
ORG,tanaka,1
ORG,tanakas,1
ORG,tandoori times,1
ORG,tatiana,1
ORG,tech,1
ORG,tempe bike,1
ORG,tempe camera,1
ORG,tempe diablo stadium to,1
ORG,tempe marketplace,1
ORG,tempe police,1
ORG,teppanyaki,1
ORG,tepper,1
ORG,teres,1
ORG,teriyaki combo plate,1
ORG,terra.\nabbiamo,1
ORG,terrace caf\u00e9,1
ORG,terrible,1
ORG,tesco value,1
ORG,tessaro,1
ORG,texaz,1
ORG,"thai basil, & white",1
ORG,thai chili,1
ORG,that?\,1
ORG,the 3rd party,1
ORG,"the \""""black & blue\"""".\n\ni",1
ORG,"the \""""warm veal tongue",1
ORG,the art institute of pittsburgh,1
ORG,the badger special,1
ORG,the bananas foster / bread pudding,1
ORG,the bbq chicken,1
ORG,the bechtler museum of modern art,1
ORG,the beef o'brady's,1
ORG,the bei special roll,1
